y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh,arctic
40,0.427358,0.142309,0.000000,0.006066,0.054320,0.100643,0.217552,0.051753,0.000000
41,0.372505,0.152072,0.000000,0.008200,0.072884,0.146407,0.188342,0.059591,0.000000
42,0.298234,0.183615,0.000000,0.011962,0.108994,0.152045,0.173054,0.072096,0.000000
43,0.236499,0.220986,0.000000,0.017810,0.143977,0.159627,0.137565,0.083536,0.000000
44,0.189750,0.246483,0.000000,0.021629,0.173945,0.153641,0.119359,0.095195,0.000000
45,0.153593,0.269222,0.000000,0.025310,0.194892,0.157933,0.097492,0.101558,0.000000
46,0.112455,0.274885,0.002046,0.056228,0.222637,0.152312,0.074872,0.104566,0.000000
47,0.074142,0.280227,0.004005,0.085179,0.244612,0.152243,0.048950,0.110643,0.000000
48,0.034874,0.290304,0.006621,0.112875,0.272051,0.146592,0.027504,0.109179,0.000000
49,0.000000,0.299103,0.007610,0.139473,0.298401,0.143912,0.000000,0.111501,0.000000
50,0.000000,0.265776,0.009561,0.169040,0.321987,0.136968,0.000000,0.096668,0.000000
51,0.000000,0.227825,0.011497,0.194450,0.349945,0.136782,0.000000,0.079501,0.000000
52,0.000000,0.199758,0.014231,0.222998,0.369162,0.128831,0.000000,0.065020,0.000000
53,0.000000,0.166172,0.015302,0.250663,0.392941,0.130580,0.000000,0.044343,0.000000
54,0.000000,0.168998,0.038048,0.275181,0.373110,0.097360,0.000000,0.047304,0.000000
55,0.000000,0.172654,0.054269,0.306263,0.352076,0.066987,0.000000,0.047750,0.000000
56,0.000000,0.177908,0.072320,0.332632,0.331329,0.034388,0.000000,0.051422,0.000000
57,0.000000,0.184599,0.089346,0.358511,0.311550,0.004321,0.000000,0.051672,0.000000
58,0.000000,0.159384,0.102671,0.381553,0.307827,0.003070,0.000000,0.045495,0.000000
59,0.000000,0.138689,0.114592,0.410360,0.299488,0.001801,0.000000,0.035070,0.000000
60,0.000000,0.118300,0.123555,0.430974,0.298366,0.000908,0.000000,0.027897,0.000000
61,0.000000,0.097664,0.126772,0.455577,0.300533,0.000000,0.000000,0.019454,0.000000
62,0.000000,0.094143,0.127551,0.451792,0.308099,0.000000,0.000000,0.018415,0.000000
63,0.000000,0.096263,0.123294,0.446983,0.315385,0.000000,0.000000,0.018075,0.000000
64,0.000000,0.095315,0.114550,0.434686,0.337955,0.000000,0.000000,0.017494,0.000000
65,0.000000,0.091512,0.100199,0.414767,0.375509,0.000000,0.000000,0.018013,0.000000
66,0.000000,0.079048,0.089194,0.395629,0.419608,0.000000,0.000000,0.016521,0.000000
66,0.000000,0.079048,0.089194,0.395629,0.419608,0.000000,0.000000,0.016521,0.000000
66,0.000000,0.079048,0.089194,0.395629,0.419608,0.000000,0.000000,0.016521,0.000000
66,0.000000,0.079048,0.089194,0.395629,0.419608,0.000000,0.000000,0.016521,0.000000
66,0.000000,0.079048,0.089194,0.395629,0.419608,0.000000,0.000000,0.016521,0.000000
