y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
26,0.091854,0.218677,0.008972,0.112320,0.281400,0.186685,0.037548,0.062543
27,0.164938,0.211513,0.004659,0.074889,0.233380,0.181988,0.067601,0.061033
28,0.227936,0.200611,0.002303,0.048239,0.188845,0.180683,0.093102,0.058282
29,0.282205,0.187680,0.001090,0.030190,0.149947,0.179713,0.114393,0.054782
30,0.330434,0.174642,0.000498,0.018503,0.117758,0.174776,0.132284,0.051107
31,0.376710,0.163205,0.000221,0.011196,0.092249,0.160663,0.147981,0.047775
32,0.425616,0.154389,0.000096,0.006716,0.072461,0.133038,0.162587,0.045098
33,0.479658,0.148033,0.000040,0.003959,0.056835,0.092354,0.176090,0.043032
34,0.534995,0.142822,0.000016,0.002235,0.043946,0.048247,0.186537,0.041203
35,0.578996,0.137999,0.000006,0.001219,0.034061,0.016570,0.191676,0.039474
36,0.578996,0.137999,0.000006,0.001219,0.034061,0.016570,0.191676,0.039474
37,0.534995,0.142822,0.000016,0.002235,0.043946,0.048247,0.186537,0.041203
38,0.479658,0.148033,0.000040,0.003959,0.056835,0.092354,0.176090,0.043032
39,0.425616,0.154389,0.000096,0.006716,0.072461,0.133038,0.162587,0.045098
40,0.376710,0.163205,0.000221,0.011196,0.092249,0.160663,0.147981,0.047775
41,0.330434,0.174642,0.000498,0.018503,0.117758,0.174776,0.132284,0.051107
42,0.282205,0.187680,0.001090,0.030190,0.149947,0.179713,0.114393,0.054782
43,0.227936,0.200611,0.002303,0.048239,0.188845,0.180683,0.093102,0.058282
44,0.164938,0.211513,0.004659,0.074889,0.233380,0.181988,0.067601,0.061033
45,0.091854,0.218677,0.008972,0.112320,0.281400,0.186685,0.037548,0.062543
46,0.008020,0.221024,0.016398,0.162263,0.330061,0.196860,0.002849,0.062526
47,0.000000,0.194279,0.025306,0.200865,0.335018,0.190281,0.000000,0.054250
48,0.000000,0.165570,0.036760,0.237533,0.328068,0.186527,0.000000,0.045541
49,0.000000,0.138951,0.051051,0.272548,0.314805,0.185076,0.000000,0.037570
50,0.000000,0.115601,0.068235,0.305462,0.297987,0.182052,0.000000,0.030663
51,0.000000,0.096155,0.088529,0.337249,0.280620,0.172478,0.000000,0.024968
52,0.000000,0.080645,0.112437,0.369921,0.265148,0.151392,0.000000,0.020458
53,0.000000,0.068499,0.140409,0.404897,0.252475,0.116779,0.000000,0.016941
54,0.000000,0.058687,0.171709,0.440459,0.241301,0.073723,0.000000,0.014121
55,0.000000,0.050158,0.203369,0.470953,0.228926,0.034876,0.000000,0.011718
56,0.000000,0.042442,0.231521,0.491219,0.213964,0.011247,0.000000,0.009607
57,0.000000,0.035707,0.254425,0.501942,0.197857,0.002254,0.000000,0.007815
58,0.000000,0.030176,0.272672,0.507641,0.182882,0.000255,0.000000,0.006373
59,0.000000,0.025799,0.287017,0.511755,0.170168,0.000015,0.000000,0.005247
60,0.000000,0.022380,0.297611,0.515769,0.159866,0.000000,0.000000,0.004374
61,0.000000,0.019724,0.304389,0.520357,0.151834,0.000000,0.000000,0.003697
62,0.000000,0.017675,0.307314,0.525941,0.145901,0.000000,0.000000,0.003170
63,0.000000,0.016111,0.306417,0.532799,0.141913,0.000000,0.000000,0.002760
64,0.000000,0.014942,0.301788,0.541084,0.139748,0.000000,0.000000,0.002439
65,0.000000,0.014098,0.293577,0.550822,0.139314,0.000000,0.000000,0.002189
66,0.000000,0.013528,0.281999,0.561923,0.140557,0.000000,0.000000,0.001994
67,0.000000,0.013197,0.267338,0.574176,0.143448,0.000000,0.000000,0.001842
68,0.000000,0.013078,0.249958,0.587250,0.147989,0.000000,0.000000,0.001725
69,0.000000,0.013154,0.230310,0.600693,0.154206,0.000000,0.000000,0.001637
70,0.000000,0.013418,0.208924,0.613942,0.162144,0.000000,0.000000,0.001572
