y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
41,0.378374,0.170413,0.000035,0.006594,0.073012,0.142919,0.170756,0.057898
42,0.329365,0.188314,0.000088,0.011221,0.096260,0.160021,0.150767,0.063964
43,0.282596,0.206572,0.000214,0.018608,0.125055,0.165582,0.131387,0.069986
44,0.235078,0.223748,0.000496,0.029921,0.159273,0.164678,0.111370,0.075436
45,0.184758,0.238137,0.001084,0.046428,0.197922,0.162130,0.089824,0.079716
46,0.130475,0.248427,0.002237,0.069348,0.239380,0.161520,0.066233,0.082380
47,0.071252,0.254095,0.004357,0.099742,0.281868,0.165242,0.040165,0.083280
48,0.005324,0.255595,0.008031,0.138559,0.324119,0.174918,0.010845,0.082609
49,0.000000,0.232463,0.012885,0.170922,0.334619,0.175188,0.000000,0.073922
50,0.000000,0.205620,0.019354,0.201385,0.333617,0.175837,0.000000,0.064187
51,0.000000,0.180774,0.027813,0.231619,0.328281,0.176242,0.000000,0.055270
52,0.000000,0.159152,0.038529,0.261990,0.321211,0.171569,0.000000,0.047550
53,0.000000,0.141492,0.051882,0.293900,0.315153,0.156356,0.000000,0.041216
54,0.000000,0.127768,0.068306,0.328884,0.311863,0.126974,0.000000,0.036205
55,0.000000,0.116974,0.087768,0.366457,0.310690,0.085940,0.000000,0.032171
56,0.000000,0.107426,0.108894,0.402265,0.308307,0.044498,0.000000,0.028610
57,0.000000,0.097903,0.129061,0.430355,0.301473,0.016017,0.000000,0.025191
58,0.000000,0.088590,0.146194,0.448955,0.290640,0.003647,0.000000,0.021974
59,0.000000,0.080373,0.159829,0.461185,0.278961,0.000478,0.000000,0.019174
60,0.000000,0.073731,0.170074,0.470452,0.268833,0.000032,0.000000,0.016878
61,0.000000,0.068650,0.176817,0.478378,0.261108,0.000001,0.000000,0.015046
62,0.000000,0.064971,0.179865,0.485593,0.255969,0.000000,0.000000,0.013603
63,0.000000,0.062543,0.179142,0.492394,0.253441,0.000000,0.000000,0.012480
64,0.000000,0.061253,0.174735,0.498881,0.253508,0.000000,0.000000,0.011622
65,0.000000,0.061023,0.166891,0.504964,0.256136,0.000000,0.000000,0.010985
66,0.000000,0.061811,0.156006,0.510375,0.261275,0.000000,0.000000,0.010533
67,0.000000,0.063606,0.142614,0.514682,0.268861,0.000000,0.000000,0.010237
68,0.000000,0.066428,0.127362,0.517322,0.278814,0.000000,0.000000,0.010074
69,0.000000,0.070321,0.110984,0.517643,0.291026,0.000000,0.000000,0.010027
70,0.000000,0.075360,0.094242,0.514962,0.305356,0.000000,0.000000,0.010079
