y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
44,0.229557,0.236772,0.000166,0.025334,0.146165,0.159479,0.114195,0.088331
45,0.176437,0.259267,0.000389,0.039388,0.184353,0.153060,0.091575,0.095530
46,0.120548,0.277585,0.000857,0.058836,0.225992,0.147755,0.067603,0.100824
47,0.062113,0.290444,0.001769,0.084400,0.269130,0.146153,0.042200,0.103791
48,0.000654,0.297843,0.003429,0.116600,0.312243,0.149655,0.015061,0.104514
49,0.000000,0.278577,0.005814,0.144374,0.328447,0.146985,0.000000,0.095804
50,0.000000,0.253918,0.009212,0.171185,0.334684,0.145584,0.000000,0.085416
51,0.000000,0.230283,0.013925,0.198456,0.337311,0.144399,0.000000,0.075626
52,0.000000,0.209176,0.020214,0.226434,0.338466,0.138776,0.000000,0.066934
53,0.000000,0.191666,0.028382,0.256096,0.340558,0.123654,0.000000,0.059644
54,0.000000,0.177898,0.038707,0.288309,0.345037,0.096317,0.000000,0.053732
55,0.000000,0.166692,0.051098,0.321978,0.350803,0.060656,0.000000,0.048773
56,0.000000,0.156035,0.064615,0.352989,0.354188,0.028032,0.000000,0.044142
57,0.000000,0.144807,0.077674,0.377010,0.352427,0.008552,0.000000,0.039531
58,0.000000,0.133708,0.089079,0.393682,0.346828,0.001549,0.000000,0.035154
59,0.000000,0.123954,0.098347,0.405578,0.340644,0.000149,0.000000,0.031327
60,0.000000,0.116066,0.105157,0.414708,0.335919,0.000007,0.000000,0.028142
61,0.000000,0.110034,0.109156,0.421875,0.333388,0.000000,0.000000,0.025547
62,0.000000,0.105717,0.110105,0.427392,0.333329,0.000000,0.000000,0.023457
63,0.000000,0.102979,0.107971,0.431372,0.335883,0.000000,0.000000,0.021794
64,0.000000,0.101704,0.102929,0.433769,0.341107,0.000000,0.000000,0.020491
65,0.000000,0.101795,0.095352,0.434381,0.348985,0.000000,0.000000,0.019487
66,0.000000,0.103182,0.085775,0.432881,0.359431,0.000000,0.000000,0.018731
67,0.000000,0.105813,0.074851,0.428863,0.372292,0.000000,0.000000,0.018180
68,0.000000,0.109652,0.063290,0.421907,0.387354,0.000000,0.000000,0.017797
69,0.000000,0.114684,0.051789,0.411641,0.404337,0.000000,0.000000,0.017549
70,0.000000,0.120906,0.040959,0.397816,0.422910,0.000000,0.000000,0.017410
