y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
44,0.162756,0.216924,0.004236,0.072151,0.230079,0.176985,0.071272,0.065597
45,0.091809,0.225994,0.008273,0.108539,0.278727,0.180468,0.038234,0.067956
46,0.010490,0.230118,0.015319,0.157230,0.328475,0.189629,0.000134,0.068604
47,0.000000,0.203523,0.023901,0.194920,0.334662,0.183015,0.000000,0.059979
48,0.000000,0.174533,0.035074,0.230853,0.329066,0.179780,0.000000,0.050694
49,0.000000,0.147329,0.049146,0.265171,0.317017,0.179284,0.000000,0.042052
50,0.000000,0.123213,0.066184,0.297331,0.301174,0.177640,0.000000,0.034458
51,0.000000,0.102961,0.086389,0.328218,0.284560,0.169743,0.000000,0.028129
52,0.000000,0.086729,0.110263,0.359852,0.269763,0.150315,0.000000,0.023079
53,0.000000,0.074010,0.138303,0.393809,0.257871,0.116880,0.000000,0.019126
54,0.000000,0.063748,0.169853,0.428605,0.247653,0.074190,0.000000,0.015951
55,0.000000,0.054796,0.201941,0.458673,0.236251,0.035101,0.000000,0.013237
56,0.000000,0.046624,0.230537,0.478725,0.222051,0.011223,0.000000,0.010842
57,0.000000,0.039430,0.253759,0.489329,0.206479,0.002203,0.000000,0.008800
58,0.000000,0.033495,0.272158,0.494999,0.191955,0.000240,0.000000,0.007153
59,0.000000,0.028787,0.286471,0.499157,0.179707,0.000013,0.000000,0.005865
60,0.000000,0.025106,0.296826,0.503270,0.169931,0.000000,0.000000,0.004866
61,0.000000,0.022248,0.303147,0.508000,0.162515,0.000000,0.000000,0.004090
62,0.000000,0.020049,0.305399,0.513757,0.157310,0.000000,0.000000,0.003485
63,0.000000,0.018379,0.303620,0.520800,0.154188,0.000000,0.000000,0.003013
64,0.000000,0.017143,0.297920,0.529246,0.153050,0.000000,0.000000,0.002642
65,0.000000,0.016266,0.288476,0.539081,0.153828,0.000000,0.000000,0.002349
66,0.000000,0.015694,0.275540,0.550157,0.156490,0.000000,0.000000,0.002119
67,0.000000,0.015389,0.259452,0.562190,0.161033,0.000000,0.000000,0.001936
68,0.000000,0.015323,0.240641,0.574765,0.167481,0.000000,0.000000,0.001791
69,0.000000,0.015476,0.219634,0.587334,0.175880,0.000000,0.000000,0.001675
70,0.000000,0.015840,0.197051,0.599233,0.186293,0.000000,0.000000,0.001584
