y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
30,0.251452,0.203239,0.000799,0.035083,0.154535,0.173688,0.114360,0.066844
31,0.299128,0.184773,0.000361,0.022309,0.123547,0.174358,0.134072,0.061452
32,0.336349,0.172902,0.000162,0.014311,0.101135,0.168065,0.149020,0.058059
33,0.368093,0.169887,0.000072,0.009332,0.086180,0.147567,0.161361,0.057509
34,0.398194,0.176814,0.000031,0.006202,0.077466,0.108311,0.172746,0.060235
35,0.421763,0.187990,0.000014,0.004479,0.073730,0.066220,0.181517,0.064286
36,0.421763,0.187990,0.000014,0.004479,0.073730,0.066220,0.181517,0.064286
37,0.398194,0.176814,0.000031,0.006202,0.077466,0.108311,0.172746,0.060235
38,0.368093,0.169887,0.000072,0.009332,0.086180,0.147567,0.161361,0.057509
39,0.336349,0.172902,0.000162,0.014311,0.101135,0.168065,0.149020,0.058059
40,0.299128,0.184773,0.000361,0.022309,0.123547,0.174358,0.134072,0.061452
41,0.251452,0.203239,0.000799,0.035083,0.154535,0.173688,0.114360,0.066844
42,0.189864,0.225704,0.001729,0.054933,0.194688,0.171510,0.088283,0.073289
43,0.113574,0.248906,0.003609,0.084456,0.243327,0.171125,0.055340,0.079663
44,0.025046,0.268858,0.007174,0.125872,0.297774,0.174152,0.016452,0.084672
45,0.000000,0.256779,0.012263,0.164230,0.322183,0.165107,0.000000,0.079439
46,0.000000,0.230093,0.019133,0.199074,0.327070,0.154823,0.000000,0.069807
47,0.000000,0.202345,0.028499,0.234518,0.325880,0.148658,0.000000,0.060099
48,0.000000,0.175311,0.040687,0.269543,0.319921,0.143648,0.000000,0.050890
49,0.000000,0.150440,0.055972,0.303868,0.311108,0.136004,0.000000,0.042608
50,0.000000,0.128653,0.074648,0.338071,0.301525,0.121612,0.000000,0.035491
51,0.000000,0.110154,0.096970,0.372926,0.292621,0.097780,0.000000,0.029548
52,0.000000,0.094409,0.122670,0.407790,0.284292,0.066256,0.000000,0.024583
53,0.000000,0.080498,0.150190,0.439319,0.274808,0.034872,0.000000,0.020313
54,0.000000,0.067837,0.176807,0.463231,0.262572,0.012992,0.000000,0.016560
55,0.000000,0.056552,0.200307,0.478494,0.248203,0.003112,0.000000,0.013333
56,0.000000,0.046994,0.220070,0.487918,0.233901,0.000433,0.000000,0.010682
57,0.000000,0.039209,0.236164,0.494683,0.221333,0.000031,0.000000,0.008579
58,0.000000,0.032968,0.248471,0.500538,0.211091,0.000001,0.000000,0.006931
59,0.000000,0.027986,0.256754,0.506348,0.203269,0.000000,0.000000,0.005644
60,0.000000,0.024009,0.260856,0.512657,0.197841,0.000000,0.000000,0.004637
61,0.000000,0.020831,0.260744,0.519823,0.194756,0.000000,0.000000,0.003846
62,0.000000,0.018282,0.256498,0.528035,0.193964,0.000000,0.000000,0.003221
63,0.000000,0.016231,0.248306,0.537311,0.195427,0.000000,0.000000,0.002725
64,0.000000,0.014572,0.236467,0.547508,0.199126,0.000000,0.000000,0.002327
65,0.000000,0.013220,0.221392,0.558323,0.205060,0.000000,0.000000,0.002004
66,0.000000,0.012110,0.203607,0.569301,0.213241,0.000000,0.000000,0.001740
67,0.000000,0.011190,0.183746,0.579848,0.223695,0.000000,0.000000,0.001522
68,0.000000,0.010417,0.162533,0.589262,0.236451,0.000000,0.000000,0.001338
69,0.000000,0.009759,0.140749,0.596770,0.251540,0.000000,0.000000,0.001182
70,0.000000,0.009189,0.119185,0.601584,0.268994,0.000000,0.000000,0.001048
