y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
57,0.000000,0.061715,0.192950,0.459819,0.248616,0.022043,0.000000,0.014858
58,0.000000,0.054170,0.216159,0.476718,0.235003,0.005362,0.000000,0.012588
59,0.000000,0.047602,0.234129,0.486000,0.220858,0.000759,0.000000,0.010654
60,0.000000,0.042314,0.247736,0.492274,0.208520,0.000056,0.000000,0.009099
61,0.000000,0.038233,0.257322,0.497825,0.198736,0.000002,0.000000,0.007882
62,0.000000,0.035177,0.262834,0.503510,0.191543,0.000000,0.000000,0.006936
63,0.000000,0.032984,0.264217,0.509752,0.186842,0.000000,0.000000,0.006206
64,0.000000,0.031530,0.261511,0.516778,0.184533,0.000000,0.000000,0.005648
65,0.000000,0.030731,0.254854,0.524647,0.184540,0.000000,0.000000,0.005229
66,0.000000,0.030530,0.244483,0.533252,0.186812,0.000000,0.000000,0.004922
67,0.000000,0.030898,0.230740,0.542323,0.191328,0.000000,0.000000,0.004710
68,0.000000,0.031831,0.214072,0.551432,0.198088,0.000000,0.000000,0.004577
69,0.000000,0.033344,0.195035,0.559999,0.207108,0.000000,0.000000,0.004513
70,0.000000,0.035476,0.174287,0.567317,0.218412,0.000000,0.000000,0.004508
