y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
48,0.034492,0.271037,0.002245,0.101846,0.280154,0.185264,0.024825,0.100136
49,0.012229,0.265848,0.004408,0.132373,0.308004,0.169919,0.011058,0.096161
50,0.000000,0.255958,0.008057,0.166084,0.330561,0.149137,0.000000,0.090203
51,0.000000,0.239257,0.013563,0.198972,0.342558,0.123900,0.000000,0.081751
52,0.000000,0.222111,0.021507,0.232836,0.350647,0.099670,0.000000,0.073229
53,0.000000,0.204766,0.032127,0.266125,0.354520,0.077634,0.000000,0.064828
54,0.000000,0.187641,0.045249,0.297372,0.354361,0.058604,0.000000,0.056773
55,0.000000,0.171239,0.060205,0.325479,0.350845,0.042956,0.000000,0.049276
56,0.000000,0.156052,0.075880,0.349896,0.345012,0.030656,0.000000,0.042504
57,0.000000,0.142473,0.090885,0.370643,0.338073,0.021372,0.000000,0.036555
58,0.000000,0.130753,0.103800,0.388181,0.331212,0.014602,0.000000,0.031451
59,0.000000,0.120999,0.113393,0.403205,0.325439,0.009809,0.000000,0.027154
60,0.000000,0.113193,0.118787,0.416420,0.321518,0.006495,0.000000,0.023587
61,0.000000,0.107237,0.119540,0.428376,0.319952,0.004246,0.000000,0.020650
62,0.000000,0.102981,0.115672,0.439356,0.321010,0.002744,0.000000,0.018237
63,0.000000,0.100260,0.107641,0.449332,0.324764,0.001753,0.000000,0.016251
64,0.000000,0.098905,0.096278,0.457978,0.331130,0.001106,0.000000,0.014602
65,0.000000,0.098761,0.082686,0.464732,0.339914,0.000689,0.000000,0.013218
66,0.000000,0.099694,0.068098,0.468902,0.350845,0.000423,0.000000,0.012038
67,0.000000,0.101599,0.053710,0.469789,0.363631,0.000256,0.000000,0.011015
68,0.000000,0.104406,0.040520,0.466815,0.377993,0.000152,0.000000,0.010115
69,0.000000,0.108083,0.029211,0.459607,0.393698,0.000089,0.000000,0.009312
70,0.000000,0.112636,0.020110,0.448043,0.410572,0.000051,0.000000,0.008588
