y,savannah,grassland,tundra,plains,prairie,desert,swamp,marsh
47,0.078255,0.249092,0.004875,0.099565,0.278465,0.163089,0.043565,0.083094
48,0.019868,0.247848,0.008807,0.136677,0.317303,0.170572,0.017421,0.081505
49,0.000000,0.230080,0.014316,0.172070,0.334903,0.174250,0.000000,0.074381
50,0.000000,0.203178,0.021351,0.202568,0.333842,0.174668,0.000000,0.064394
51,0.000000,0.178224,0.030507,0.232854,0.328193,0.175001,0.000000,0.055222
52,0.000000,0.156423,0.042065,0.263267,0.320509,0.170484,0.000000,0.047253
53,0.000000,0.138503,0.056437,0.295180,0.313508,0.155693,0.000000,0.040679
54,0.000000,0.124446,0.074108,0.330134,0.308953,0.126922,0.000000,0.035438
55,0.000000,0.113288,0.095092,0.367732,0.306262,0.086434,0.000000,0.031192
56,0.000000,0.103410,0.118005,0.403740,0.302235,0.045157,0.000000,0.027453
57,0.000000,0.093628,0.140094,0.432206,0.293722,0.016450,0.000000,0.023901
58,0.000000,0.084100,0.159142,0.451213,0.281158,0.003801,0.000000,0.020586
59,0.000000,0.075668,0.174649,0.463819,0.267646,0.000507,0.000000,0.017711
60,0.000000,0.068782,0.186767,0.473500,0.255563,0.000035,0.000000,0.015353
61,0.000000,0.063419,0.195393,0.481977,0.245748,0.000001,0.000000,0.013461
62,0.000000,0.059408,0.200307,0.489965,0.238362,0.000000,0.000000,0.011959
63,0.000000,0.056587,0.201384,0.497855,0.233401,0.000000,0.000000,0.010772
64,0.000000,0.054830,0.198648,0.505856,0.230821,0.000000,0.000000,0.009844
65,0.000000,0.054048,0.192265,0.514001,0.230559,0.000000,0.000000,0.009126
66,0.000000,0.054186,0.182539,0.522151,0.232544,0.000000,0.000000,0.008581
67,0.000000,0.055218,0.169903,0.530000,0.236699,0.000000,0.000000,0.008179
68,0.000000,0.057151,0.154913,0.537097,0.242944,0.000000,0.000000,0.007896
69,0.000000,0.060016,0.138223,0.542862,0.251186,0.000000,0.000000,0.007712
70,0.000000,0.063875,0.120555,0.546634,0.261323,0.000000,0.000000,0.007614
